id,label,type,Codigo,Provincia,Canton,Parroquia,Distrito,Area,Jefatura,Unidad_operativa,Tipo_atencion,Zona_administrativa,Poblacion_2009,Tipo_via,Direccion_unidad_operativa,Telefono,Tipologia,Nivel,Atencion,Dotacion_camas,Geolatlon,Lat,Lon,Easting,Northing,Cobertura,No_licencia,U_o_tambien_conocida_como,Licencia_cond,Poblacion_2010,Licencia,Distancia_mint_Jefatura,Distancia_km_jefatura,Direccion_alternativa/0,Referencia_unidad_operativa
1575-011104450,1575-011104450,Item,11104450,LOJA,CELICA,CRUZPAMBA,11D04,9,Alamor,Cruzpamba,,7,1095,1er. y 2do. ORDEN,,,PS,,,,"-4.1563851,-80.0051789",-4.1563851,-80.0051789,610415,9540517,,,,,1107,,45,60,Calle 4 de noviembre y S/N esquina,
1576-011104451,1576-011104451,Item,11104451,LOJA,CELICA,MAXIMILLANO  RODRIGUEZ,11D04,9,Alamor,Algarrobillo,,7,,1er. y 2do. ORDEN,,,PS,,,,"-4.1724225,-80.0637456",-4.1724225,-80.0637456,603912,9538752,,,,,494,,60,90,A 7km de la vía Cruspamaba-Zapotillo,
1577-011114250,1577-011114250,Item,11114250,LOJA,PINDAL,PINDAL,11D04,9,Alamor,Pindal,,7,4165,1er. ORDEN,,,CSU,,,,"-4.1139197,-80.1069208",-4.1139197,-80.1069208,599127,9545225,,,,,4210,,20,30,Calle 9 de octubre,
1578-011114450,1578-011114450,Item,11114450,LOJA,PINDAL,PINDAL,11D04,9,Alamor,Cerro de Milagro,,7,864,90%  EN VERANO,,,PS,,,,"-4.0905402,-80.1434492",-4.0905402,-80.1434492,595075,9547814,,,,,874,,60,90,A lado de la Escuela,
1579-011114451,1579-011114451,Item,11114451,LOJA,PINDAL,CHAQUINAL,11D04,9,Alamor,Chaquinal,,7,1195,1er. y 2do. ORDEN,,,PS,,,,"-4.0464601,-80.0391210",-4.0464601,-80.039121,606662,9552674,,,,,1207,,50,60,Vªa Pindal-Alamor,
1580-011114452,1580-011114452,Item,11114452,LOJA,PINDAL,12 DICIEMBRE,11D04,9,Alamor,Doce de Diciembre,,7,1796,1er. y 2do. ORDEN,,,PS,,,,"-4.0714650,-80.0881677",-4.071465,-80.0881677,601214,9549916,,,,,1815,,40,60,A 200m del parque,
1581-011110010,1581-011110010,Item,11110010,LOJA,PUYANGO,ALAMOR,11D04,9,Alamor,Alamor,,7,8466,,,,HB,,,15,"-4.0187162,-80.0230212",-4.0187162,-80.0230212,608453,9555739,,,,,8558,,,,Av. Pio Jaramillo Alvarado y Rio Amazonas,
1582-011110250,1582-011110250,Item,11110250,LOJA,PUYANGO,EL ARENAL,11D04,9,Alamor,El Arenal,,7,1326,2o. Y 3o. ORDEN,,,CSR,,,,"-3.9602983,-79.9841720",-3.9602983,-79.984172,612774,9562192,,,,,1341,,20,25,En la entrada del centro poblado,
1583-011110251,1583-011110251,Item,11110251,LOJA,PUYANGO,EL LIMO,11D04,9,Alamor,El Limo (Mariana Jesús),,7,2662,1er. y 2do. ORDEN,,,CSR,,,,"-3.9863801,-80.1290836",-3.9863801,-80.1290836,596682,9559327,,,,,2691,,25,40,VIA PRINCIPAL,
1584-011110252,1584-011110252,Item,11110252,LOJA,PUYANGO,VICENTINO,11D04,9,Alamor,Vicentino,,7,1479,1er. y 2do. ORDEN,,,CSR,,,,"-3.9602377,-79.9430658",-3.9602377,-79.9430658,617338,9562193,,,,,1495,,60,90,Calle Mesias Eras y Emiliano Ramirez,
1585-011110450,1585-011110450,Item,11110450,LOJA,PUYANGO,CIANO,11D04,9,Alamor,Ciano,,7,1767,1er. y 2do. ORDEN,,,PS,,,,"-3.9308282,-79.9695094",-3.9308282,-79.9695094,614406,9565448,,,,,1786,,50,60,En el centro poblado de Ciano Viejo,
1586-011110451,1586-011110451,Item,11110451,LOJA,PUYANGO,MERCADILLO,11D04,9,Alamor,Mercadillo,,7,1213,1er. ORDEN,,,PS,,,,"-4.0259136,-79.9766332",-4.0259136,-79.9766332,613602,9554937,,,,,1226,,15,20,Junto al centro Artesanal,
1587-011106010,1587-011106010,Item,11106010,LOJA,ESPINDOLA,AMALUZA,11D05,6,Amaluza,Amaluza,,7,4305,,,,HB,,,15,"-4.5815710,-79.4288540",-4.581571,-79.428854,674296,9493397,,,,,5586,,,,Calle 27 de Abril S/N,
1588-011106250,1588-011106250,Item,11106250,LOJA,ESPINDOLA,BELLAVISTA,11D05,6,Amaluza,Bellavista,,7,2636,3er. ORDEN,,,CSR,,,,"-4.5666583,-79.4579498",-4.5666583,-79.4579498,671071,9495053,,,,,2665,,15,30,A una Cuadra de la iglesia,
1589-011106251,1589-011106251,Item,11106251,LOJA,ESPINDOLA,JIMBURA,11D05,6,Amaluza,Jimbura,,7,2718,2do. ORDEN,,,CSR,,,,"-4.6272622,-79.4637228",-4.6272622,-79.4637228,670416,9488353,,,,,2747,,20,40,población de Jimbura,
1590-011106252,1590-011106252,Item,11106252,LOJA,ESPINDOLA,SANTA TERESITA,11D05,6,Amaluza,Santa Teresita,,7,1128,2do. ORDEN,,,CSR,,,,"-4.5708373,-79.4087180",-4.5708373,-79.408718,676533,9494579,,,,,1140,,10,20,CALLE PRINCIPAL,
1591-011106253,1591-011106253,Item,11106253,LOJA,ESPINDOLA,27 DE ABRIL,11D05,6,Amaluza,27 de Abril (La Naranja),,7,2405,2do. ORDEN,,,CSR,,,,"-4.4426268,-79.4579498",-4.4426268,-79.4579498,671100,9508768,,,,,2431,,25,40,La población,
1592-011106254,1592-011106254,Item,11106254,LOJA,ESPINDOLA,EL INGENIO,11D05,6,Amaluza,El Ingenio,,7,2165,2do. ORDEN,,,CSR,,,,"-4.4174666,-79.4315304",-4.4174666,-79.4315304,674038,9511544,,,,,2188,,30,45,Vía Amaluza margen izquierdo,
1593-011106255,1593-011106255,Item,11106255,LOJA,ESPINDOLA,27 DE ABRIL,11D05,6,Por determinar,La Naranja Revisar,,7,Desconocido,2do. ORDEN,,,CSR,,,,,,,,,,,,,,,25,40,,
1594-011106450,1594-011106450,Item,11106450,LOJA,ESPINDOLA,SANTA TERESITA,11D05,6,Amaluza,Tundurama,,7,1015,2o. ORD - VERANO,,,PS,,,,"-4.5020363,-79.4047236",-4.5020363,-79.4047236,676993,9502186,,,,,1026,,25,60,Tundurama,
1595-011102010,1595-011102010,Item,11102010,LOJA,CALVAS,CARIAMANGA,11D06,5,Jose Miguel Rosillo,José Miguel Rosillo *,,7,21146,,,,HB,,,20,"-4.3244303,-79.5554012",-4.3244303,-79.5554012,660310,9521859,,,,,23144,,,,Av. Loja Entrada cdla. Luis Crespo,
1596-011102250,1596-011102250,Item,11102250,LOJA,CALVAS,COLAISACA,11D06,5,Jose Miguel Rosillo,Colaisaca,,7,309,1er. ORDEN,,,CSR,,,,"-4.3162675,-79.6920284",-4.3162675,-79.6920284,645147,9522789,,,,,313,,25,30,VIA MACARA,
1597-011102251,1597-011102251,Item,11102251,LOJA,CALVAS,COLAISACA,11D06,5,Jose Miguel Rosillo,El Batán,,7,,1er. y 2do. ORDEN,,,CSR,,,,"-4.2595109,-79.7173056",-4.2595109,-79.7173056,642352,9529069,,,,,660,,40,60,El Batan vía Chichanga,
1598-011102252,1598-011102252,Item,11102252,LOJA,CALVAS,LUCERO,11D06,5,Jose Miguel Rosillo,Lucero,,7,2662,2do. ORDEN,,,CSR,,,,"-4.4018289,-79.4698011",-4.4018289,-79.4698011,669794,9513282,,,,,2691,,30,45,Calle 13 de Diciembre y Bolívar,
1599-011102450,1599-011102450,Item,11102450,LOJA,CALVAS,SAN GUILLIN,11D06,5,Jose Miguel Rosillo,Usaime,,7,2097,2do. ORDEN,,,PS,,,,"-4.4617212,-79.5437650",-4.4617212,-79.543765,661572,9506676,,,,,1459,,60,90,Barrion Usaime,
1600-011102451,1600-011102451,Item,11102451,LOJA,CALVAS,SAN GUILLIN,11D06,5,Jose Miguel Rosillo,San Guillin,,7,2148,1er. y 2do. ORDEN,,,PS,,,,"-4.4576650,-79.5144066",-4.457665,-79.5144066,664831,9507118,,,,,2171,,60,90,Barrio Sanguillin,
1601-011107050,1601-011107050,Item,11107050,LOJA,GONZANAMA,GONZANAMA,11D06,11,Gonzanama,Gonzanamá **,,7,3037,,,,CS,,,,"-4.2285759,-79.4401518",-4.2285759,-79.4401518,673124,9532433,,,,,3070,,,,Km 1 vía Cariamanga,
1602-011107250,1602-011107250,Item,11107250,LOJA,GONZANAMA,CHANGAIMINA,11D06,11,Gonzanama,Changaimina,,7,3653,1er. y 2do. ORDEN,,,CSR,,,,"-4.2236030,-79.5237642",-4.223603,-79.5237642,663843,9533001,,,,,3693,,25,40,Calle Simon Bolivar,
1603-011107251,1603-011107251,Item,11107251,LOJA,GONZANAMA,NAMBACOLA,11D06,11,Gonzanama,Nambacola,,7,5309,1er. ORDEN,,,CSR,,,,"-4.1403798,-79.4335893",-4.1403798,-79.4335893,673872,9542184,,,,,5366,,20,30,Vía Imbinuma a la salida,
1604-011107252,1604-011107252,Item,11107252,LOJA,GONZANAMA,PURUNUMA,11D06,11,Gonzanama,Purunuma (Eguiguren),,7,1408,2do. ORDEN,,,CSR,,,,"-4.2127525,-79.3753207",-4.2127525,-79.3753207,680325,9534168,,,,,1423,,45,60,Vía a Quilanga Barrio Purunuma,
1605-011107253,1605-011107253,Item,11107253,LOJA,GONZANAMA,SACAPALCA,11D06,11,Gonzanama,Sacapalca,,7,247,1er. y 2do. ORDEN,,,CSR,,,,"-4.1545413,-79.5173363",-4.1545413,-79.5173363,664571,9540636,,,,,2496,,35,60,A lado del UPC-Policia,
1606-011107450,1606-011107450,Item,11107450,LOJA,GONZANAMA,SACAPALCA,11D06,11,Gonzanama,Potrerillos,,7,471,2do. ORDEN,,,PS,,,,"-4.1622771,-79.4718713",-4.1622771,-79.4718713,669617,9539771,,,,,476,,30,45,Barrio Potrerillo,
1607-011115250,1607-011115250,Item,11115250,LOJA,QUILANGA,QUILANGA,11D06,11,Gonzanama,Quilanga,,7,3529,2do. ORDEN,,,CSU,,,,"-4.2993404,-79.4006238",-4.2993404,-79.4006238,677496,9524599,,,,,3567,,28,45,Calle Hugo Gonzalez entre Bolivar y Predesur,
1608-011115251,1608-011115251,Item,11115251,LOJA,QUILANGA,SAN  ANTONIO  ARADAS,11D06,11,Gonzanama,San Antonio de Las Aradas,,7,1469,2do. ORDEN,,,CSR,,,,"-4.3660032,-79.3985828",-4.3660032,-79.3985828,677707,9517227,,,,,1485,,50,90,VIA PRINCIPAL CARIAMANGA,
1609-011108010,1609-011108010,Item,11108010,LOJA,MACARA,MACARA,11D07,7,Macara,Macará,,7,15972,,,,HB,,,20,"-4.3777234,-79.9430126",-4.3777234,-79.9430126,617282,9516038,,,DR. LEONIDAS ARCENIO CELI RODRIGUEZ,,12978,,,,Cabo Sanchez y Catamayo,
1610-011108250,1610-011108250,Item,11108250,LOJA,MACARA,LA VICTORIA,11D07,7,Macara,La Victoria,,7,2066,1er. ORDEN,,,CSR,,,,"-4.4316083,-79.7911965",-4.4316083,-79.7911965,634120,9510055,,,,,2088,,70,90,Primera cuadra de pla Plaza Central,
1611-011108251,1611-011108251,Item,11108251,LOJA,MACARA,MACARA,11D07,7,Macara,Fronteras Saludables,,7,,1er. ORDEN,,,CSR,,,,"-4.3858673,-79.9452360",-4.3858673,-79.945236,617034,9515138,,,,,3168,,1,5,Calle Cario Suquilanda y 22 de Septiembre,
1612-011108450,1612-011108450,Item,11108450,LOJA,MACARA,LARAMA,11D07,7,Macara,Larama,,7,1064,1er. ORDEN,,,PS,,,,"-4.2686617,-79.9023033",-4.2686617,-79.9023033,621817,9528089,,,,,1075,,25,30,Vía Macará -el Empalme,
1613-011108451,1613-011108451,Item,11108451,LOJA,MACARA,SABIANGO,11D07,7,Macara,Sabiango (La Capilla),,7,914,1er. ORDEN,,,PS,,,,"-4.3665925,-79.8126298",-4.3665925,-79.8126298,631753,9517247,,,,,924,,45,60,Av. Macar» y Calle Macar» (Sabiango),
1614-011112250,1614-011112250,Item,11112250,LOJA,SOZORANGA,SOZORANGA,11D07,7,Macara,Sozoranga,,7,2078,1er. ORDEN,,,CSU,,,,"-4.3268582,-79.7896526",-4.3268582,-79.7896526,634310,9521636,,,,,2099,,25,30,Celin Arrobo,
1615-011112251,1615-011112251,Item,11112251,LOJA,SOZORANGA,TACAMOROS,11D07,7,Macara,Tacamoros,,7,3449,1er. y 2do. ORDEN,,,CSR,,,,"-4.4232085,-79.7439727",-4.4232085,-79.7439727,639362,9510975,,,,,3482,,60,120,Tacamoros centro,
1616-011112450,1616-011112450,Item,11112450,LOJA,SOZORANGA,SOZORANGA,11D07,7,Macara,Curichanga,,7,1449,1er. y 2do. ORDEN,,,PS,,,,"-4.1954439,-79.7480309",-4.1954439,-79.7480309,638953,9536158,,,,,1465,,40,60,Curichanga,
1617-011112451,1617-011112451,Item,11112451,LOJA,SOZORANGA,SOZORANGA,11D07,7,Macara,Susuco,,7,718,1er. y 2do. ORDEN,,,PS,,,,"-4.3575057,-79.7697174",-4.3575057,-79.7697174,636517,9518244,,,,,726,,70,120,Vía Mocoro-Sozoranga,
1618-011112452,1618-011112452,Item,11112452,LOJA,SOZORANGA,NUEVA FATIMA,11D07,7,Macara,Nueva Fátima,,7,1025,1er. y 2do. ORDEN,,,PS,,,,"-4.2700995,-79.8228166",-4.2700995,-79.8228166,630639,9527917,,,,,1036,,60,80,En la vía Sozoranga-Nueva Fatima-Macará,
1619-011112453,1619-011112453,Item,11112453,LOJA,SOZORANGA,TACAMOROS,11D07,7,Macara,Perpetuo Socorro,,7,840,1er. y 2do. ORDEN,,,PS,,,,"-4.3934839,-79.7523847",-4.3934839,-79.7523847,638434,9514263,,,,,849,,57,90,A 7km de la vía Sabiango Sozoranga,
1620-011111010,1620-011111010,Item,11111010,LOJA,SARAGURO,SARAGURO,11D08,10,Saraguro,Saraguro *,,7,5551,,,,HB,,,15,"-3.6199035,-79.2402656",-3.6199035,-79.2402656,695457,9599697,,,,,6582,,,,Juan Antonio Castro y Av. Calazan,
1621-011111250,1621-011111250,Item,11111250,LOJA,SARAGURO,SARAGURO,11D08,10,Saraguro,Lagunas,,7,656,1er. ORDEN,,,CSU,,,,"-3.6348295,-79.2384816",-3.6348295,-79.2384816,695652,9598046,,,,,663,,3,5,Barrio Lagunas detr»s de la INNFA,
1622-011111251,1622-011111251,Item,11111251,LOJA,SARAGURO,PARAISO DE CELEN,11D08,10,Saraguro,Celén,,7,2006,2do. ORDEN,,,CSR,,,,"-3.6017441,-79.3401781",-3.6017441,-79.3401781,684360,9601726,,,,,2028,,40,60,Calle Loja detr»s de la lglesia,
1623-011111252,1623-011111252,Item,11111252,LOJA,SARAGURO,MANU,11D08,10,Saraguro,Manu,,7,517,2do. ORDEN,,,CSR,,,,"-3.4853617,-79.4098450",-3.4853617,-79.409845,676642,9614609,,,,,3241,,90,180,Azuay y 15 de agosto,
1624-011111253,1624-011111253,Item,11111253,LOJA,SARAGURO,SAN ANTONIO DE CUMBE,11D08,10,Saraguro,Cumbe (San Antonio),,7,1344,1er. y 2do. ORDEN,,,CSR,,,,"-3.5639200,-79.2260722",-3.56392,-79.2260722,697046,9605885,,,,,1358,,25,45,Calle 2 de julio,
1625-011111254,1625-011111254,Item,11111254,LOJA,SARAGURO,S. PABLO DE TENTA,11D08,10,Saraguro,Llaco,,7,1148,2do. Y 3er. ORDEN,,,CSR,,,,"-3.6434290,-79.2946114",-3.643429,-79.2946114,689414,9597107,,,,,1160,,45,90,"Barrio Llaco, frente a la iglesia",
1626-011111255,1626-011111255,Item,11111255,LOJA,SARAGURO,SAN PABLO DE TENTA,11D08,10,Saraguro,Tenta,,7,109,2do. ORDEN,,,CSR,,,,"-3.5957686,-79.2876263",-3.5957686,-79.2876263,690200,9602376,,,,,1102,,12,20,Via Principal frente a la iglesia,
1627-011111256,1627-011111256,Item,11111256,LOJA,SARAGURO,SELVA ALEGRE,11D08,10,Saraguro,Selva Alegre,,7,1588,2do. ORDEN,,,CSR,,,,"-3.5485993,-79.3462498",-3.5485993,-79.3462498,683696,9607604,,,,,1605,,70,120,Via al Colegio Vicente Bastidas Reinoso,
1628-011111257,1628-011111257,Item,11111257,LOJA,SARAGURO,URDANETA,11D08,10,Saraguro,Urdaneta  (Paquishapa),,7,2835,1er. ORDEN,,,CSR,,,,"-3.6062258,-79.2099345",-3.6062258,-79.2099345,698830,9601203,,,,,1478,,10,20,Calle Instituciones,
1629-011111450,1629-011111450,Item,11111450,LOJA,SARAGURO,SARAGURO,11D08,10,Saraguro,Gera,,7,703,2do. Y 3er. ORDEN,,,PS,,,,"-3.5706679,-79.2412420",-3.5706679,-79.241242,695359,9605142,,,,,710,,30,60,Barrio gera frente a la iglesia,
1630-011111451,1630-011111451,Item,11111451,LOJA,SARAGURO,SARAGURO,11D08,10,Saraguro,Ñamarin,,7,321,1er. y 2do. ORDEN,,,PS,,,,"-3.6244553,-79.2235072",-3.6244553,-79.2235072,697318,9599190,,,,,325,,25,30,Calle Principal frente a la Casa Comuna,
1631-011111452,1631-011111452,Item,11111452,LOJA,SARAGURO,SARAGURO,11D08,10,Saraguro,Oñacapac,,7,577,2do. ORDEN,,,PS,,,,"-3.6475038,-79.2093402",-3.6475038,-79.2093402,698887,9596638,,,,,583,,10,15,Barrio Totorapamba via principal,
1632-011111453,1632-011111453,Item,11111453,LOJA,SARAGURO,SARAGURO,11D08,10,Saraguro,Tuncarta,,7,204,2do. ORDEN,,,PS,,,,"-3.6198966,-79.2182869",-3.6198966,-79.2182869,697899,9599693,,,,,207,,15,20,Calle principal via a Tuncarta,
1633-011111454,1633-011111454,Item,11111454,LOJA,SARAGURO,PARAISO DE CELEN,11D08,10,Saraguro,Gañil,,7,519,3er. ORDEN Y A PIE,,,PS,,,,"-3.5939600,-79.3166559",-3.59396,-79.3166559,686975,9602582,,,,,525,,35,90,Calle principal via a Celen comunidad Gaªil,
1634-011111455,1634-011111455,Item,11111455,LOJA,SARAGURO,LLUZHAPA,11D08,10,Saraguro,Lluzhapa,,7,1918,2do. ORDEN,,,PS,,,,"-3.4937109,-79.3382200",-3.4937109,-79.33822,684599,9613672,,,,,1938,,60,90,Calle Principal detr»s de la Casa Comunal,
1635-011111456,1635-011111456,Item,11111456,LOJA,SARAGURO,MANU,11D08,10,Saraguro,Sumaipamba,,7,,3er ORDEN NE VERANO,,,PS,,,,"-3.3568788,-79.3490560",-3.3568788,-79.349056,683421,9628805,,,,,1985,,250,280,Calle Principal detras de la iglesia,
1636-011111457,1636-011111457,Item,11111457,LOJA,SARAGURO,SAN PABLO DE TENTA,11D08,10,Saraguro,Cañicapac,,7,300,1er. y 2do. ORDEN,,,PS,,,,"-3.5711771,-79.2759809",-3.5711771,-79.2759809,691499,9605093,,,,,303,,20,30,Barrio Caªicapac,
1637-011111458,1637-011111458,Item,11111458,LOJA,SARAGURO,SAN PABLO DE TENTA,11D08,10,Saraguro,Mater,,7,710,2do. ORDEN,,,PS,,,,"-3.6198599,-79.3169953",-3.6198599,-79.3169953,686932,9599718,,,,,717,,30,45,Calle Principal via a Celen,
1638-011111459,1638-011111459,Item,11111459,LOJA,SARAGURO,SAN PABLO DE TENTA,11D08,10,Saraguro,La  Papaya,,7,227,2do. ORDEN,,,PS,,,,"-3.5311046,-79.2789441",-3.5311046,-79.2789441,691178,9609525,,,,,230,,45,90,Barrio La Papaya detras de la Escuela,
1639-011111460,1639-011111460,Item,11111460,LOJA,SARAGURO,SAN PABLO DE TENTA,11D08,10,Saraguro,Sauce,,7,346,3er. ORDEN Y A PIE,,,PS,,,,"-3.6333201,-79.2856657",-3.6333201,-79.2856657,690410,9598223,,,,,349,,40,90,Detras de la Escuela Gustavo Adolfo Otero,
1640-011111461,1640-011111461,Item,11111461,LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,11D08,10,Saraguro,San Sebastián de Yuluc,,7,1141,3er ORDEN EN VERANO,,,PS,,,,"-3.3713141,-79.4377048",-3.3713141,-79.4377048,673567,9627225,,,,,1153,,200,240,Calle Principal entrada a Yuluc,
1641-011111462,1641-011111462,Item,11111462,LOJA,SARAGURO,SELVA ALEGRE,11D08,10,Saraguro,San Vicente,,7,668,1er. ORDEN,,,PS,,,,"-3.5659084,-79.3414758",-3.5659084,-79.3414758,684223,9605689,,,,,675,,3,10,Barrio San Vicente (Selava Aslegre),
1642-011111463,1642-011111463,Item,11111463,LOJA,SARAGURO,URDANETA,11D08,10,Saraguro,Gurudel,,7,,2do. Y 3er. ORDEN,,,PS,,,,"-3.6423616,-79.1972719",-3.6423616,-79.1972719,700229,9597204,,,,,1005,,20,30,Barrio Conventoloma,
1643-011111464,1643-011111464,Item,11111464,LOJA,SARAGURO,URDANETA,11D08,10,Saraguro,Turucachi,,7,593,2do. ORDEN,,,PS,,,,"-3.6183201,-79.1894715",-3.6183201,-79.1894715,701101,9599861,,,,,981,,15,25,Panamericana via a cuenca casa comunal,
1644-011111465,1644-011111465,Item,11111465,LOJA,SARAGURO,SUMAIPAMBA,11D08,10,Por determinar,Las Cochas,,7,Desconocido,2do. Y 3er. ORDEN,,,PS,,,,"-3.4380074,-79.3604460",-3.4380074,-79.360446,682140,9619836,,,,,,,80,120,Barrio Las Cochas,
1645-011113050,1645-011113050,Item,11113050,LOJA,ZAPOTILLO,ZAPOTILLO,11D09,13,Zapotillo,Zapotillo - 24 Hd *,,7,5721,,,,CS,,,,"-4.3823104,-80.2415666",-4.3823104,-80.2415666,584152,9515571,,,,,6631,,,,Av. Padre Franco Aguirre y barrio Hermono Miguel,
1646-011113250,1646-011113250,Item,11113250,LOJA,ZAPOTILLO,PALETILLAS,11D09,13,Zapotillo,Paletillas,,7,2697,2do. ORDEN,,,CSR,,,,"-4.1640597,-80.2730714",-4.1640597,-80.2730714,580679,9539701,,,,,2724,,52,60,DOMINGO MORAN Y ZAPOTILLO,
1647-011113251,1647-011113251,Item,11113251,LOJA,ZAPOTILLO,GARZA REAL,11D09,13,Por determinar,Garza Real,,7,Desconocido,3er. ORDEN,,,CSR,,,,,,,,,,,,,,,10,15,,
1648-011113450,1648-011113450,Item,11113450,LOJA,ZAPOTILLO,CAZADEROS,11D09,13,Zapotillo,Cazaderos,,7,895,2do. ORDEN,,,PS,,,,"-4.0877639,-80.4813473",-4.0877639,-80.4813473,557568,9548153,,,,,906,,90,165,Junto a la escuela Plaza Ledezith,
1649-011113451,1649-011113451,Item,11113451,LOJA,ZAPOTILLO,CAZADEROS,11D09,13,Zapotillo,Mangaurco,,7,643,2do. ORDEN,,,PS,,,,"-4.1543024,-80.4312905",-4.1543024,-80.4312905,563119,9540794,,,,,650,,64,120,Vía al barrio Cazaderos,
1650-011113452,1650-011113452,Item,11113452,LOJA,ZAPOTILLO,ZAPOTILLO,11D09,13,Zapotillo,Miraflores,,7,,3er. ORDEN,,,PS,,,,"-4.4719200,-80.3973977",-4.47192,-80.3973977,566853,9505681,,,,,789,,25,30,200m frente al R-o Lalamor,
1651-011113453,1651-011113453,Item,11113453,LOJA,ZAPOTILLO,CAZADEROS,11D09,13,Zapotillo,El Progreso,,7,362,2o. ORDEN - EN VERANO,,,PS,,,,"-4.0371338,-80.4583357",-4.0371338,-80.4583357,560126,9553748,,,,,366,,105,180,A la entrada del barrio,
1652-010701010,1652-010701010,Item,10701010,EL ORO,MACHALA,,,,Por determinar,Teofilo Davila,AGUDO,7,Desconocido,,,,HG,,,220,"-3.2404577,-79.8362812",-3.2404577,-79.8362812,629296,9641754,,,,,,,,,BOYACA Y BUENAVISTA,
1653-010701011,1653-010701011,Item,10701011,EL ORO,MACHALA,,1,,Por determinar,Angela Loaiza de Ollague,GINECO-OBSTETRICO,7,Desconocido,,,,HE,,,29,"-3.4494925,-79.9623047",-3.4494925,-79.9623047,615268,9618660,,,,,,,,,VEGA DAVILA Y BOLIVAR,
1654-010701500,1654-010701500,Item,10701500,EL ORO,MACHALA,,,,Por determinar,Unidad Móvil,UNIDAD MOVIL,7,Desconocido,,,,UM,,,,,,,,,,,,,,,,,,
1655-010701501,1655-010701501,Item,10701501,EL ORO,MACHALA,,,,Por determinar,Unidad Móvil,UNIDAD MOVIL,7,Desconocido,,,,UM,,,,,,,,,,,,,,,,,,
1656-010701502,1656-010701502,Item,10701502,EL ORO,MACHALA,,,,Por determinar,Unidad Quirurgica,UNIDAD MOVIL QUIRURGICA,7,Desconocido,,,,UQ,,,,,,,,,,,,,,,,,,
1657-010701002,1657-010701002,Item,10701002,EL ORO,MACHALA,,,,Por determinar,Instituto Nacional de Higiene,LABORATORIO - INVESTIGACION,7,Desconocido,,,,INH,,,,,,,,,,,,,,,,,,
1658-010705250,1658-010705250,Item,10705250,EL ORO,CHILLA,CHILLA,07D01,4,"Centro de Salud ""Pasaje""",Chilla,,7,3202,1er. y 3er. ORDEN,,,CSU,,,,"-3.4575147,-79.5789190",-3.4575147,-79.578919,657861,9617718,,,,,3257,,72,180,VIA EL PIVIR Y 10 DE AGOSTO,
1659-010706050,1659-010706050,Item,10706050,EL ORO,EL GUABO,EL GUABO,07D01,3,El Guabo 24 Hd,El Guabo,,7,29133,,,,HB,,,33,"-3.2404577,-79.8362812",-3.2404577,-79.8362812,629296,9641754,,,MARIA LORENA SERRANO,,29641,,,,VIA PANAMERICANA-MACHALA- GUAYAQUIL,
1660-010706250,1660-010706250,Item,10706250,EL ORO,EL GUABO,BARBONES,07D01,3,El Guabo 24 Hd,Barbones,,7,5379,1er. ORDEN,,,CSR,,,,"-3.1881420,-79.8537080",-3.188142,-79.853708,627366,9647540,,,,,5471,,10,15,VIA PRINCIPAL MARGEN DERECHO,
1661-010706251,1661-010706251,Item,10706251,EL ORO,EL GUABO,LA IBERIA,07D01,3,El Guabo 24 Hd,Río Jubones,,7,3052,1er. ORDEN,,,CSR,,,,"-3.2556369,-79.8692105",-3.2556369,-79.8692105,625635,9640080,,,,,3105,,5,6,JORGE ALEX SERRANO,
1662-010706252,1662-010706252,Item,10706252,EL ORO,EL GUABO,TENDALES,07D01,3,El Guabo 24 Hd,Tendales,,7,6956,1er. ORDEN,,,CSR,,,,"-3.1198256,-79.8474031",-3.1198256,-79.8474031,628075,9655092,,,,,7075,,18,25,JORGE AVECILLA POR EL PUENTE VIEJO VIA GUAYAQUIL,
1663-010706253,1663-010706253,Item,10706253,EL ORO,EL GUABO,RIO BONITO,07D01,3,El Guabo 24 Hd,San Miguel de Brasil,,7,762,1er. ORDEN,,,CSR,,,,"-3.1061844,-79.7288081",-3.1061844,-79.7288081,641257,9656585,,,,,775,,30,40,CENTRO DEL RECINTO,
1664-010706450,1664-010706450,Item,10706450,EL ORO,EL GUABO,TENDALES,07D01,3,El Guabo 24 Hd,Bajo Alto,,7,749,2do. ORDEN,,,PS,,,,"-3.1133147,-79.8909165",-3.1133147,-79.8909165,623240,9655817,,,,,762,,19,25,BAJO ALTO,
1665-010706451,1665-010706451,Item,10706451,EL ORO,EL GUABO,RIO BONITO,07D01,3,El Guabo 24 Hd,Rio Bonito,,7,2558,2do. ORDEN,,,PS,,,,"-3.1124844,-79.7708472",-3.1124844,-79.7708472,636584,9655894,,,,,2602,,18,20,CDLA. 5 DE AGOSTO,
1666-010709010,1666-010709010,Item,10709010,EL ORO,PASAJE,PASAJE,07D01,2,"Centro de Salud ""Pasaje""",San Vicente de Paúl,,7,47292,,,,HB,,,65,"-3.3301731,-79.8107884",-3.3301731,-79.8107884,632117,9631832,,,,,48106,,,,CALLE QUITO Y SUCRE,
